YEAR,MO,DY,T2M,QV2M,RH2M,WS10M
1982,3,30,32.42,6.29,22.0,3.2
1982,3,31,32.48,5.62,19.75,3.54
1982,4,1,33.16,4.76,16.06,4.54
1982,4,2,33.03,5.07,16.81,4.84
1982,4,3,32.73,4.82,16.31,4.44
1982,4,4,32.51,5.92,19.88,4.19
1982,4,5,33.26,6.41,21.0,3.43
1982,4,6,33.98,7.02,21.62,2.25
1982,4,7,33.76,9.16,29.56,3.46
1982,4,8,33.96,6.96,22.56,2.71
1982,4,9,33.94,5.19,16.38,2.68
1982,4,10,35.19,7.39,21.06,3.23
1982,4,11,33.92,9.83,30.69,4.91
1982,4,12,32.55,9.4,31.75,2.7
1982,4,13,33.17,10.07,33.62,4.02
1982,4,14,34.44,8.79,26.38,1.77
1982,4,15,34.3,9.34,28.81,4.07
1982,4,16,33.67,9.64,29.38,3.51
1982,4,17,30.23,10.99,40.06,3.9
1982,4,18,31.86,9.03,32.69,2.91
1982,4,19,33.1,8.06,26.75,2.19
1982,4,20,34.28,7.08,21.5,3.04
1982,4,21,33.49,11.29,35.88,5.42
1982,4,22,31.47,13.49,48.19,3.36
1982,4,23,31.92,13.06,47.56,3.59
1982,4,24,32.07,10.99,39.38,2.66
1982,4,25,31.56,9.16,33.38,4.34
1982,4,26,31.26,7.75,28.5,5.3
1982,4,27,33.14,9.34,29.94,3.3
1982,4,28,34.48,9.52,28.0,2.27
1982,4,29,34.76,9.58,28.19,2.95
1982,4,30,35.3,10.62,30.44,2.77
1982,5,1,35.42,10.86,30.38,3.33
1982,5,2,35.22,12.27,35.0,3.04
1982,5,3,34.76,12.76,37.31,3.66
1982,5,4,34.33,11.35,33.69,4.15
1982,5,5,35.72,9.03,26.0,3.37
1982,5,6,35.69,8.48,23.44,4.37
1982,5,7,34.4,8.18,24.25,4.32
1982,5,8,34.53,8.67,25.69,5.26
1982,5,9,34.81,9.34,27.0,2.23
1982,5,10,35.58,9.77,27.25,3.35
1982,5,11,34.79,11.35,32.44,4.09
1982,5,12,36.09,11.72,32.06,2.93
1982,5,13,34.68,13.18,39.12,4.48
1982,5,14,35.43,11.84,34.0,3.93
1982,5,15,34.59,13.43,39.88,5.42
1982,5,16,33.4,13.79,43.5,5.29
1982,5,17,31.4,13.85,48.94,3.45
1982,5,18,31.84,12.33,43.75,2.79
1982,5,19,32.27,11.78,40.0,3.12
1982,5,20,33.02,11.47,37.31,3.02
1982,5,21,33.22,9.16,29.31,2.73
1982,5,22,34.15,10.68,33.12,2.73
1982,5,23,34.12,11.41,35.0,3.88
1982,5,24,34.53,11.11,34.44,2.16
1982,5,25,34.45,12.02,35.44,2.49
1982,5,26,34.59,12.94,38.19,2.44
1982,5,27,33.69,12.88,39.19,4.44
1982,5,28,35.24,11.54,33.31,3.45
1982,5,29,36.19,12.02,32.38,3.49
1982,5,30,35.13,12.02,33.88,5.63
1982,5,31,34.87,11.78,34.94,5.47
1982,6,1,32.61,14.47,48.0,4.86
1982,6,2,32.6,13.67,44.94,3.95
1982,6,3,34.67,11.05,34.56,4.57
1982,6,4,34.96,8.36,24.94,4.36
1982,6,5,33.62,8.18,25.12,5.45
1982,6,6,34.91,10.56,30.5,4.09
1982,6,7,36.42,10.86,28.5,4.59
1982,6,8,37.0,10.56,27.19,5.08
1982,6,9,37.36,11.9,30.5,3.51
1982,6,10,37.15,12.33,31.06,6.41
1982,6,11,34.4,14.28,41.38,6.38
1982,6,12,29.5,17.21,64.56,4.19
1982,6,13,31.09,17.03,59.81,4.08
1982,6,14,31.41,16.6,57.12,4.17
1982,6,15,30.62,17.27,62.69,3.29
1982,6,16,27.35,17.7,75.38,3.98
1982,6,17,30.16,16.91,63.44,3.99
1982,6,18,29.08,17.33,67.56,6.4
1982,6,19,29.38,16.6,64.12,5.74
1982,6,20,28.39,16.3,66.38,6.12
1982,6,21,26.1,16.85,76.94,7.17
1982,6,22,26.52,17.21,77.25,3.89
1982,6,23,28.73,17.03,68.81,2.99
1982,6,24,29.26,18.13,69.94,4.26
1982,6,25,29.75,17.21,65.94,4.9
1982,6,26,29.87,17.82,66.75,3.9
1982,6,27,29.69,18.37,69.25,3.89
1982,6,28,29.97,17.15,64.19,5.27
1982,6,29,30.77,16.05,58.31,5.34
1982,6,30,30.94,15.2,55.0,5.22
1982,7,1,30.98,14.53,52.62,5.32
1982,7,2,30.65,14.47,52.69,4.89
1982,7,3,31.1,14.65,52.38,4.75
1982,7,4,31.3,16.85,58.38,4.02
1982,7,5,29.69,17.21,64.81,4.37
1982,7,6,30.03,17.09,63.69,3.95
1982,7,7,30.38,17.33,63.06,4.09
1982,7,8,29.15,17.27,66.69,4.23
1982,7,9,28.83,18.37,72.5,3.04
1982,7,10,27.48,19.53,82.44,2.33
1982,7,11,26.36,18.07,81.56,2.61
1982,7,12,26.11,17.76,81.44,4.1
1982,7,13,26.59,17.4,77.94,4.08
1982,7,14,27.99,17.15,71.69,3.68
1982,7,15,28.67,16.72,67.88,4.12
1982,7,16,26.55,18.68,83.06,3.66
1982,7,17,26.44,18.74,83.75,4.38
1982,7,18,27.37,18.55,79.06,5.3
1982,7,19,27.44,19.35,81.31,5.9
1982,7,20,25.9,19.53,89.19,6.36
1982,7,21,26.82,18.49,81.12,5.29
1982,7,22,27.19,17.82,77.38,4.59
1982,7,23,26.64,18.62,82.69,4.71
1982,7,24,27.08,19.17,83.06,5.02
1982,7,25,26.3,18.8,84.94,5.27
1982,7,26,25.4,17.88,85.25,5.02
1982,7,27,25.07,17.82,86.5,5.23
1982,7,28,25.7,18.55,86.62,4.89
1982,7,29,25.89,19.1,87.88,4.88
1982,7,30,26.46,19.04,85.12,5.48
1982,7,31,25.98,18.62,85.19,4.4
1982,8,1,26.02,18.19,83.62,3.55
1982,8,2,24.71,16.72,83.25,4.41
1982,8,3,25.53,17.03,81.0,3.89
1982,8,4,26.58,18.07,80.88,3.78
1982,8,5,27.46,18.8,80.0,3.35
1982,8,6,26.39,18.8,84.5,3.88
1982,8,7,25.43,17.4,83.19,4.63
1982,8,8,25.04,17.09,83.31,4.2
1982,8,9,25.69,17.46,82.12,5.31
1982,8,10,24.99,17.21,84.19,4.77
1982,8,11,24.86,17.46,85.56,5.52
1982,8,12,25.59,18.19,85.75,4.34
1982,8,13,25.64,18.62,87.06,5.15
1982,8,14,25.76,18.43,85.62,5.62
1982,8,15,26.0,18.62,85.69,4.08
1982,8,16,25.33,18.31,87.38,5.71
1982,8,17,25.19,18.01,86.62,5.66
1982,8,18,25.73,18.31,85.62,5.48
1982,8,19,25.92,18.07,83.56,6.84
1982,8,20,25.12,18.25,88.44,4.79
1982,8,21,25.28,18.49,88.44,5.38
1982,8,22,25.69,18.07,84.75,6.63
1982,8,23,25.54,18.25,86.12,6.05
1982,8,24,26.03,18.13,83.44,6.02
1982,8,25,26.03,18.13,83.44,5.83
1982,8,26,25.48,18.13,86.12,5.44
1982,8,27,25.08,17.21,83.75,5.24
1982,8,28,24.27,16.85,85.88,5.77
1982,8,29,25.4,17.4,83.5,4.66
1982,8,30,25.15,17.4,84.06,3.69
1982,8,31,25.9,17.52,81.88,3.22
1982,9,1,25.06,17.58,85.81,3.2
1982,9,2,26.13,18.01,82.94,3.56
1982,9,3,26.06,18.31,84.25,3.59
1982,9,4,25.94,17.58,82.06,4.16
1982,9,5,23.62,16.66,88.25,4.76
1982,9,6,24.8,17.46,86.25,4.23
1982,9,7,25.76,18.25,85.56,4.27
1982,9,8,25.61,18.68,87.81,4.61
1982,9,9,26.09,19.65,89.62,4.39
1982,9,10,25.17,19.53,93.38,4.56
1982,9,11,25.54,19.29,90.31,6.47
1982,9,12,25.52,18.55,87.88,4.8
1982,9,13,26.27,18.37,83.56,3.57
1982,9,14,27.12,18.25,79.25,1.46
1982,9,15,26.15,18.74,85.5,1.73
1982,9,16,25.95,18.92,87.25,2.61
1982,9,17,26.27,18.8,85.62,2.16
1982,9,18,25.44,18.31,87.31,2.19
1982,9,19,25.7,17.52,82.62,1.38
1982,9,20,25.69,17.7,83.44,1.71
1982,9,21,26.24,17.76,81.44,1.76
1982,9,22,26.4,18.19,82.12,1.58
1982,9,23,25.54,18.31,86.69,1.38
1982,9,24,25.02,18.07,88.25,3.12
1982,9,25,25.42,17.94,85.88,1.62
1982,9,26,25.08,16.24,80.19,1.46
1982,9,27,25.49,17.15,82.06,1.88
1982,9,28,25.47,15.14,72.81,1.58
1982,9,29,25.12,13.61,66.69,1.56
1982,9,30,25.44,14.83,71.94,1.98
1982,10,1,25.24,14.59,71.5,2.22
1982,10,2,25.8,14.34,67.62,1.64
1982,10,3,25.56,14.53,69.44,1.68
1982,10,4,25.34,14.28,69.69,1.63
1982,10,5,24.77,15.01,76.38,1.94
1982,10,6,24.49,15.32,78.81,1.83
1982,10,7,25.3,15.62,76.38,1.73
1982,10,8,26.01,16.05,74.31,0.96
1982,10,9,26.09,15.93,73.56,0.96
1982,10,10,25.75,15.93,75.69,1.89
1982,10,11,25.49,16.05,77.19,1.89
1982,10,12,25.46,15.87,76.5,1.92
1982,10,13,25.46,15.62,75.25,1.78
1982,10,14,25.08,15.81,78.19,1.84
1982,10,15,24.77,15.69,79.0,2.05
1982,10,16,24.19,15.93,82.81,3.97
1982,10,17,23.9,16.66,87.44,4.78
1982,10,18,23.93,16.3,86.06,2.8
1982,10,19,23.84,16.36,86.56,2.38
1982,10,20,22.4,16.17,92.19,3.53
1982,10,21,23.87,17.64,91.88,4.12
1982,10,22,25.15,16.48,80.38,3.11
1982,10,23,25.08,16.3,79.88,1.77
1982,10,24,24.71,16.17,81.62,1.91
1982,10,25,24.4,15.44,79.25,1.27
1982,10,26,24.81,16.05,79.81,1.31
1982,10,27,23.7,16.17,86.25,3.08
1982,10,28,23.58,16.05,86.62,1.8
1982,10,29,24.26,16.05,83.25,1.45
1982,10,30,24.59,15.81,80.38,1.87
1982,10,31,24.02,15.01,79.5,2.59
1982,11,1,23.33,14.47,80.5,2.51
1982,11,2,23.08,14.47,81.31,2.71
1982,11,3,23.38,14.95,82.25,3.02
1982,11,4,23.69,15.56,83.56,2.35
1982,11,5,24.08,15.26,79.88,1.74
1982,11,6,23.62,15.44,83.12,2.79
1982,11,7,22.94,15.32,85.75,3.0
1982,11,8,22.47,15.14,86.88,4.03
1982,11,9,23.86,16.54,87.06,5.32
1982,11,10,24.51,17.21,87.06,4.8
1982,11,11,24.99,16.42,81.38,2.32
1982,11,12,24.54,14.22,73.19,1.34
1982,11,13,23.42,13.37,73.62,1.83
1982,11,14,21.98,12.51,76.31,2.59
1982,11,15,21.81,11.9,73.94,2.26
1982,11,16,22.44,12.02,71.44,2.18
1982,11,17,22.07,11.78,72.25,2.46
1982,11,18,21.6,11.47,72.75,2.88
1982,11,19,21.51,11.54,71.69,1.95
1982,11,20,21.91,11.78,72.0,2.5
1982,11,21,21.27,12.15,75.94,2.51
1982,11,22,22.65,12.51,73.44,1.58
1982,11,23,23.23,12.57,71.31,1.83
1982,11,24,22.82,12.08,70.5,2.34
1982,11,25,22.33,11.41,69.0,2.88
1982,11,26,23.23,11.66,66.38,2.74
1982,11,27,23.09,13.43,75.5,1.52
1982,11,28,21.72,13.49,82.0,1.98
1982,11,29,22.03,11.78,72.5,2.52
1982,11,30,21.83,10.8,67.25,2.2
1982,12,1,21.27,9.89,64.31,2.63
1982,12,2,19.3,7.51,58.0,3.15
1982,12,3,19.8,7.93,57.81,2.44
1982,12,4,21.33,9.16,58.69,1.93
1982,12,5,21.63,9.16,59.06,1.91
1982,12,6,21.67,9.46,60.62,2.02
1982,12,7,22.06,10.5,65.94,3.27
1982,12,8,21.98,10.86,68.19,3.37
1982,12,9,22.12,10.68,67.06,2.57
1982,12,10,22.37,10.13,62.69,2.59
1982,12,11,22.68,9.83,59.69,2.08
1982,12,12,22.28,9.89,61.19,1.96
1982,12,13,21.94,9.95,62.0,2.07
1982,12,14,22.65,10.68,64.12,3.26
1982,12,15,22.23,10.19,64.81,3.01
1982,12,16,22.92,10.56,63.75,3.29
1982,12,17,23.43,10.99,62.75,3.13
1982,12,18,24.14,10.62,58.81,2.25
1982,12,19,24.11,10.44,57.5,2.38
1982,12,20,24.41,10.68,57.81,3.09
1982,12,21,23.47,10.8,60.56,3.18
1982,12,22,23.08,10.68,62.12,2.3
1982,12,23,23.54,10.13,58.94,2.87
1982,12,24,24.8,9.89,53.0,3.18
1982,12,25,24.31,9.83,52.56,1.97
1982,12,26,23.78,9.95,56.0,2.61
1982,12,27,23.62,9.89,55.69,4.18
1982,12,28,23.65,10.74,60.06,4.02
1982,12,29,23.29,7.87,45.94,2.22
1982,12,30,19.64,5.19,38.38,3.55
1982,12,31,19.56,4.76,36.06,2.44
1983,1,1,20.65,4.76,34.0,2.85
1983,1,2,19.58,4.7,35.25,2.7
1983,1,3,17.89,4.46,37.81,3.28
1983,1,4,18.26,4.33,37.12,2.5
1983,1,5,18.34,4.52,37.56,2.61
1983,1,6,19.73,4.33,33.31,2.02
1983,1,7,22.15,4.03,26.19,1.61
1983,1,8,21.29,3.66,25.56,2.89
1983,1,9,21.3,5.0,33.31,2.01
1983,1,10,22.58,5.0,30.75,1.75
1983,1,11,20.46,3.97,27.75,2.59
1983,1,12,20.98,3.66,25.06,2.11
1983,1,13,20.17,4.52,32.0,2.79
1983,1,14,20.49,4.7,32.81,2.7
1983,1,15,23.19,8.61,49.94,3.92
1983,1,16,24.18,8.42,47.19,2.62
1983,1,17,24.29,8.54,47.25,2.33
1983,1,18,25.12,8.73,45.94,3.08
1983,1,19,25.26,7.2,37.56,3.34
1983,1,20,22.11,4.09,25.88,2.69
1983,1,21,21.0,2.87,20.5,3.11
1983,1,22,22.23,5.43,32.5,2.88
1983,1,23,24.61,8.24,44.56,3.79
1983,1,24,24.69,8.54,46.0,2.87
1983,1,25,25.42,8.0,40.38,3.16
1983,1,26,24.91,7.69,40.5,4.91
1983,1,27,25.12,7.63,40.19,5.74
1983,1,28,25.07,7.51,39.19,4.17
1983,1,29,24.37,7.08,37.88,3.58
1983,1,30,22.73,5.0,31.19,3.71
1983,1,31,22.86,4.33,26.06,3.62
1983,2,1,22.68,4.27,25.94,3.97
1983,2,2,21.9,2.93,19.0,3.47
1983,2,3,20.82,2.99,20.62,3.16
1983,2,4,19.56,2.32,17.81,3.66
1983,2,5,20.18,2.32,17.06,3.44
1983,2,6,23.33,6.41,32.0,3.4
1983,2,7,24.49,10.99,57.81,4.94
1983,2,8,25.12,9.58,53.62,4.02
1983,2,9,24.05,8.48,49.62,2.96
1983,2,10,25.72,10.25,52.12,3.25
1983,2,11,27.54,10.31,46.38,3.43
1983,2,12,28.33,10.93,45.94,3.77
1983,2,13,28.08,10.62,46.12,4.09
1983,2,14,28.23,10.68,45.44,4.17
1983,2,15,29.46,10.5,42.25,3.15
1983,2,16,28.66,8.18,34.31,3.12
1983,2,17,27.55,7.63,35.38,1.64
1983,2,18,26.58,5.13,25.44,3.1
1983,2,19,26.29,5.43,26.81,2.09
1983,2,20,25.71,4.88,25.62,3.33
1983,2,21,25.24,4.15,22.0,3.24
1983,2,22,25.61,5.25,27.56,4.06
1983,2,23,26.12,4.76,24.25,2.81
1983,2,24,27.62,7.51,34.44,3.91
1983,2,25,26.33,5.25,26.38,3.25
1983,2,26,24.68,2.44,13.62,3.09
1983,2,27,25.02,3.05,16.94,2.77
1983,2,28,26.4,2.69,13.88,2.36
1983,3,1,28.1,4.39,19.62,3.3
1983,3,2,27.5,4.64,20.62,3.81
1983,3,3,27.16,5.19,24.5,2.52
1983,3,4,28.29,5.8,25.06,1.89
1983,3,5,29.78,6.65,26.75,2.88
1983,3,6,29.58,7.81,32.62,2.88
1983,3,7,29.35,8.73,35.31,3.51
1983,3,8,30.12,5.13,20.5,2.41
1983,3,9,31.38,6.53,23.81,3.0
1983,3,10,32.01,6.71,23.75,3.33
1983,3,11,32.62,6.23,21.19,1.45
1983,3,12,32.04,5.49,19.56,2.42
1983,3,13,31.12,4.15,15.81,4.29
1983,3,14,30.61,2.93,11.5,2.91
1983,3,15,30.4,4.46,16.75,5.26
1983,3,16,29.72,3.36,13.75,3.52
1983,3,17,30.36,3.05,12.0,2.43
1983,3,18,32.28,4.52,15.31,2.0
1983,3,19,32.98,6.16,20.06,2.32
1983,3,20,30.7,6.41,23.19,4.7
1983,3,21,26.29,3.11,14.5,4.43
1983,3,22,26.71,2.38,11.81,3.3
1983,3,23,26.82,1.71,8.25,3.8
1983,3,24,27.46,1.71,8.06,4.02
1983,3,25,29.9,4.09,15.06,3.19
1983,3,26,30.69,6.1,23.44,3.2
1983,3,27,31.67,5.19,18.69,2.99
1983,3,28,30.53,3.6,13.81,3.62
1983,3,29,30.12,3.05,11.69,3.31
1983,3,30,30.58,2.81,10.06,2.3
1983,3,31,32.62,5.49,18.94,4.27
1983,4,1,32.65,5.86,20.44,4.59
1983,4,2,31.87,4.94,17.12,4.17
1983,4,3,33.14,4.52,14.44,1.89
1983,4,4,32.21,5.62,19.12,3.38
1983,4,5,33.01,5.98,20.0,3.16
1983,4,6,33.1,4.7,15.44,3.16
1983,4,7,33.79,5.0,15.81,2.09
1983,4,8,33.87,6.9,21.12,3.2
1983,4,9,32.98,6.41,20.94,4.51
1983,4,10,31.16,5.43,19.31,4.53
1983,4,11,32.44,4.94,17.38,3.39
1983,4,12,32.89,5.25,17.44,3.16
1983,4,13,33.24,6.9,21.62,5.15
1983,4,14,33.6,6.41,19.75,4.05
1983,4,15,34.67,7.75,23.19,4.03
1983,4,16,34.03,9.22,28.0,4.06
1983,4,17,32.56,5.31,17.56,4.3
1983,4,18,32.5,5.74,19.06,2.39
1983,4,19,33.48,9.52,31.38,2.54
1983,4,20,35.1,8.67,24.88,3.41
1983,4,21,35.81,8.06,22.31,3.34
1983,4,22,34.67,7.81,23.0,1.69
1983,4,23,35.37,5.49,16.38,1.48
1983,4,24,34.63,5.55,17.94,2.02
1983,4,25,35.49,6.23,18.88,2.42
1983,4,26,35.69,6.77,19.19,1.48
1983,4,27,36.87,9.89,27.25,3.11
1983,4,28,36.91,8.0,21.94,3.45
1983,4,29,37.19,8.48,23.12,4.16
1983,4,30,36.26,7.26,20.38,4.0
1983,5,1,34.48,4.82,14.62,4.63
1983,5,2,34.87,6.71,20.12,4.95
1983,5,3,35.98,6.41,18.19,3.82
1983,5,4,35.51,6.29,17.06,3.55
1983,5,5,36.68,10.13,28.06,2.91
1983,5,6,37.75,8.67,22.44,3.97
1983,5,7,37.05,7.75,21.38,3.5
1983,5,8,35.92,8.06,23.25,2.95
1983,5,9,35.9,7.81,22.25,3.34
1983,5,10,35.87,9.46,26.94,3.5
1983,5,11,35.9,10.01,28.31,3.34
1983,5,12,35.9,8.36,22.75,3.32
1983,5,13,36.89,9.09,23.56,4.48
1983,5,14,36.72,9.34,23.75,3.6
1983,5,15,37.66,9.09,22.88,3.26
1983,5,16,34.87,12.63,37.81,4.36
1983,5,17,36.44,11.17,29.62,3.31
1983,5,18,34.76,12.27,35.25,2.88
1983,5,19,35.07,12.15,34.44,5.78
1983,5,20,35.72,10.56,29.81,3.77
1983,5,21,37.05,9.7,24.94,3.79
1983,5,22,37.34,9.46,23.69,3.4
1983,5,23,37.58,9.83,24.06,4.09
1983,5,24,37.35,9.77,24.62,5.62
1983,5,25,37.09,7.26,19.38,4.99
1983,5,26,37.04,10.74,27.5,2.94
1983,5,27,37.11,10.44,28.31,4.24
1983,5,28,37.63,8.91,22.69,2.65
1983,5,29,37.48,7.93,19.69,6.22
1983,5,30,36.84,8.73,22.69,6.59
1983,5,31,37.78,8.24,20.25,4.34
1983,6,1,38.37,8.18,19.88,2.62
1983,6,2,38.74,8.0,19.31,3.09
1983,6,3,38.3,8.42,19.88,3.38
1983,6,4,37.7,9.16,22.5,6.2
1983,6,5,37.68,10.5,25.94,6.95
1983,6,6,37.18,9.77,24.69,6.06
1983,6,7,35.93,9.28,24.94,6.31
1983,6,8,35.84,9.7,26.62,5.52
1983,6,9,36.03,10.5,28.5,5.41
1983,6,10,37.04,10.56,27.25,4.42
1983,6,11,37.67,11.72,28.38,3.66
1983,6,12,32.78,15.5,48.81,2.49
1983,6,13,31.87,16.3,55.69,3.5
1983,6,14,32.16,14.77,50.44,3.61
1983,6,15,31.31,15.44,53.12,4.06
1983,6,16,31.12,17.4,60.5,3.2
1983,6,17,31.87,17.21,58.62,2.23
1983,6,18,32.74,15.69,50.38,4.0
1983,6,19,31.34,16.17,55.12,5.18
1983,6,20,31.89,15.81,53.38,6.91
1983,6,21,32.13,14.83,49.88,5.27
1983,6,22,28.76,15.5,60.88,4.67
1983,6,23,29.12,16.11,62.5,4.7
1983,6,24,28.56,17.15,68.75,4.76
1983,6,25,27.66,17.88,75.0,6.02
1983,6,26,27.68,18.43,76.69,7.3
1983,6,27,27.3,18.98,80.06,5.16
1983,6,28,27.48,18.43,77.88,5.8
1983,6,29,26.9,17.58,77.06,4.27
1983,6,30,28.3,18.55,75.38,3.1
1983,7,1,26.26,17.64,80.12,5.13
1983,7,2,27.48,16.97,72.94,5.8
1983,7,3,27.73,16.05,68.0,5.95
1983,7,4,27.9,16.91,71.06,4.84
1983,7,5,27.72,18.01,76.0,4.0
1983,7,6,27.23,17.76,76.75,3.59
1983,7,7,28.74,16.91,67.94,4.98
1983,7,8,29.45,17.21,66.5,4.77
1983,7,9,30.0,17.33,64.56,3.35
1983,7,10,30.37,18.31,67.06,3.69
1983,7,11,29.23,19.78,75.69,2.65
1983,7,12,27.83,20.45,83.81,2.95
1983,7,13,27.99,21.0,85.19,5.18
1983,7,14,28.51,19.59,78.12,3.7
1983,7,15,27.98,19.1,78.25,2.61
1983,7,16,28.1,19.53,79.31,3.34
1983,7,17,27.37,19.9,84.06,4.15
1983,7,18,26.98,19.78,85.31,4.44
1983,7,19,26.62,19.29,85.06,6.01
1983,7,20,26.04,18.55,84.62,7.34
1983,7,21,26.55,18.8,83.5,4.65
1983,7,22,27.52,18.62,78.94,4.54
1983,7,23,27.38,18.86,80.44,2.86
1983,7,24,27.08,19.35,83.62,4.1
1983,7,25,26.13,19.04,86.62,3.73
1983,7,26,26.16,18.98,86.31,3.51
1983,7,27,26.46,18.98,85.0,2.88
1983,7,28,25.75,18.8,87.75,3.03
1983,7,29,26.29,18.37,83.56,3.9
1983,7,30,26.28,17.82,81.25,4.26
1983,7,31,25.44,18.13,86.19,5.48
1983,8,1,25.31,18.01,86.25,4.78
1983,8,2,26.03,18.31,84.31,5.12
1983,8,3,24.34,17.52,88.69,4.0
1983,8,4,23.6,16.6,88.06,3.22
1983,8,5,26.11,18.19,83.62,4.29
1983,8,6,25.6,18.43,86.5,5.94
1983,8,7,26.19,19.29,87.0,7.2
1983,8,8,27.08,19.84,85.31,3.71
1983,8,9,25.65,19.71,91.56,4.88
1983,8,10,26.06,20.26,91.75,5.12
1983,8,11,26.19,20.69,92.88,3.81
1983,8,12,25.99,20.63,93.56,4.83
1983,8,13,26.05,19.1,87.19,6.69
1983,8,14,25.51,18.92,88.88,5.2
1983,8,15,26.68,19.47,85.75,4.81
1983,8,16,25.79,19.17,88.38,5.39
1983,8,17,25.97,19.17,87.75,4.73
1983,8,18,26.09,19.53,88.81,3.45
1983,8,19,25.08,18.55,89.31,5.0
1983,8,20,26.64,18.98,84.12,3.51
1983,8,21,27.15,19.29,83.12,2.55
1983,8,22,27.11,19.23,83.06,2.53
1983,8,23,26.19,19.23,87.38,2.71
1983,8,24,25.18,18.43,88.75,3.42
1983,8,25,25.75,18.37,85.94,3.27
1983,8,26,26.1,18.37,84.25,3.59
1983,8,27,25.63,18.74,87.81,3.69
1983,8,28,25.85,18.62,86.38,4.03
1983,8,29,25.76,18.55,86.44,4.31
