YEAR,MO,DY,T2M,QV2M,RH2M,WS10M
1982,5,27,34.42,14.53,44.88,2.88
1982,5,28,35.39,13.79,39.62,3.22
1982,5,29,35.59,12.45,34.0,3.69
1982,5,30,35.38,13.31,38.19,2.27
1982,5,31,35.76,15.14,42.56,2.51
1982,6,1,33.65,15.75,50.06,4.3
1982,6,2,33.25,14.83,47.88,4.6
1982,6,3,32.8,14.04,46.44,3.27
1982,6,4,34.28,13.43,42.12,2.98
1982,6,5,34.33,11.17,36.06,4.62
1982,6,6,34.94,11.9,37.31,2.53
1982,6,7,35.73,13.79,39.0,2.29
1982,6,8,34.11,14.95,44.94,4.41
1982,6,9,33.26,14.59,45.62,4.18
1982,6,10,32.05,15.69,52.25,4.42
1982,6,11,31.76,16.97,57.75,4.52
1982,6,12,32.23,16.54,55.75,3.3
1982,6,13,32.47,16.24,53.06,3.55
1982,6,14,30.81,17.4,61.81,3.88
1982,6,15,28.72,18.13,73.19,2.91
1982,6,16,28.17,18.37,77.06,4.66
1982,6,17,28.69,16.91,69.06,4.85
1982,6,18,27.69,16.85,72.0,5.72
1982,6,19,29.69,15.69,61.0,5.59
1982,6,20,29.42,15.56,61.25,6.08
1982,6,21,27.74,16.3,69.88,5.76
1982,6,22,26.42,16.85,77.75,5.09
1982,6,23,26.5,17.33,79.19,3.42
1982,6,24,27.39,18.55,80.06,4.75
1982,6,25,28.09,17.52,73.38,4.59
1982,6,26,27.57,17.15,73.62,5.87
1982,6,27,27.43,18.19,78.19,3.7
1982,6,28,27.69,17.82,75.81,4.98
1982,6,29,29.17,17.52,69.31,4.24
1982,6,30,31.28,16.72,59.94,4.11
1982,7,1,31.87,16.11,55.88,4.64
1982,7,2,31.48,15.93,56.19,4.07
1982,7,3,30.53,15.44,57.25,4.28
1982,7,4,31.52,16.42,57.81,3.79
1982,7,5,28.7,17.76,71.44,5.14
1982,7,6,27.55,17.64,75.69,3.5
1982,7,7,29.73,17.15,66.31,3.18
1982,7,8,28.27,18.25,74.88,2.98
1982,7,9,27.44,18.25,78.69,2.45
1982,7,10,27.47,18.13,78.38,2.78
1982,7,11,25.15,17.46,84.94,4.45
1982,7,12,27.05,17.58,78.12,3.91
1982,7,13,25.82,17.09,80.62,3.16
1982,7,14,27.91,17.09,72.88,3.68
1982,7,15,27.62,16.66,72.38,3.88
1982,7,16,26.9,18.25,80.88,3.91
1982,7,17,26.35,18.43,84.19,4.61
1982,7,18,26.34,17.88,81.69,5.84
1982,7,19,25.81,18.37,85.88,7.55
1982,7,20,25.54,18.49,88.12,5.81
1982,7,21,26.87,17.64,78.81,5.16
1982,7,22,27.8,17.21,73.06,4.45
1982,7,23,27.29,18.19,79.19,3.74
1982,7,24,25.95,18.49,86.31,4.46
1982,7,25,27.39,18.07,78.88,4.45
1982,7,26,26.94,17.58,78.38,5.19
1982,7,27,25.67,17.46,83.44,4.4
1982,7,28,26.87,18.07,80.5,5.66
1982,7,29,27.07,18.74,82.31,5.48
1982,7,30,27.33,19.04,82.31,5.24
1982,7,31,26.75,18.49,82.56,5.44
1982,8,1,26.49,17.94,81.62,4.99
1982,8,2,26.83,17.33,78.06,4.41
1982,8,3,26.92,17.27,77.12,3.82
1982,8,4,27.79,18.01,76.44,3.93
1982,8,5,26.5,18.55,83.94,3.71
1982,8,6,26.35,19.04,86.69,3.52
1982,8,7,26.3,18.8,86.06,4.03
1982,8,8,26.61,17.21,78.69,4.13
1982,8,9,26.73,16.91,76.56,4.39
1982,8,10,26.68,17.76,80.0,4.34
1982,8,11,25.54,17.76,85.06,4.32
1982,8,12,25.66,18.31,87.0,5.39
1982,8,13,25.7,18.19,86.0,5.83
1982,8,14,27.19,18.74,81.56,5.27
1982,8,15,27.01,18.74,82.69,3.82
1982,8,16,26.23,18.07,83.31,4.88
1982,8,17,26.81,18.55,82.81,4.37
1982,8,18,26.26,17.94,82.69,4.89
1982,8,19,27.02,18.19,80.62,5.27
1982,8,20,26.65,18.68,84.12,4.66
1982,8,21,27.19,18.55,81.31,4.95
1982,8,22,26.05,17.94,83.62,5.1
1982,8,23,26.17,17.64,81.69,5.64
1982,8,24,27.06,17.94,79.25,5.41
1982,8,25,26.98,18.07,79.94,5.25
1982,8,26,25.73,18.07,85.62,5.22
1982,8,27,26.12,17.58,82.0,4.34
1982,8,28,26.09,17.09,80.12,4.71
1982,8,29,26.08,17.27,80.81,4.86
1982,8,30,26.62,17.15,77.88,4.3
1982,8,31,27.26,18.01,78.56,3.53
1982,9,1,27.54,18.43,79.44,2.53
1982,9,2,27.92,18.19,77.06,2.62
1982,9,3,27.55,18.43,78.88,1.75
1982,9,4,26.59,18.31,82.69,2.62
1982,9,5,26.23,17.09,79.62,4.36
1982,9,6,25.66,17.15,82.38,4.13
1982,9,7,26.66,18.13,81.94,4.03
1982,9,8,24.88,18.13,89.88,5.5
1982,9,9,25.77,19.04,89.69,2.83
1982,9,10,26.01,19.17,89.12,4.44
1982,9,11,25.64,17.76,84.56,5.25
1982,9,12,26.12,17.4,81.06,3.47
1982,9,13,27.46,18.55,80.19,2.62
1982,9,14,27.4,18.8,81.25,1.85
1982,9,15,27.22,18.49,81.5,1.84
1982,9,16,26.85,19.23,85.38,1.81
1982,9,17,25.83,19.1,89.94,1.83
1982,9,18,25.39,17.64,85.81,1.04
1982,9,19,25.8,17.52,83.88,1.9
1982,9,20,25.8,17.46,83.56,1.95
1982,9,21,25.9,18.37,87.12,1.92
1982,9,22,26.04,18.37,86.19,1.63
1982,9,23,25.45,18.43,88.88,2.75
1982,9,24,25.12,18.62,91.25,2.42
1982,9,25,24.97,16.48,83.12,2.23
1982,9,26,24.72,16.3,82.81,1.16
1982,9,27,25.76,17.4,82.88,1.63
1982,9,28,25.84,17.88,84.88,2.1
1982,9,29,25.83,16.17,77.5,1.48
1982,9,30,26.0,15.93,75.44,1.88
1982,10,1,26.6,16.24,74.25,1.77
1982,10,2,26.15,16.66,78.19,2.59
1982,10,3,26.08,16.42,77.5,1.7
1982,10,4,25.48,16.24,79.62,1.7
1982,10,5,24.12,15.38,81.62,1.65
1982,10,6,25.05,15.44,77.69,1.77
1982,10,7,25.72,16.36,78.94,1.41
1982,10,8,26.43,16.72,77.0,1.36
1982,10,9,26.55,16.78,76.62,1.14
1982,10,10,26.01,17.03,80.75,1.72
1982,10,11,25.9,16.85,80.31,1.91
1982,10,12,25.6,16.66,80.94,2.24
1982,10,13,25.55,16.17,79.19,1.91
1982,10,14,25.76,16.11,77.62,1.77
1982,10,15,25.72,15.87,76.56,2.05
1982,10,16,23.83,16.11,86.06,2.45
1982,10,17,24.93,17.58,88.0,4.03
1982,10,18,24.61,16.6,85.62,2.72
1982,10,19,23.14,16.66,92.31,4.95
1982,10,20,24.62,18.13,91.81,4.0
1982,10,21,25.23,18.31,89.62,4.46
1982,10,22,25.82,17.94,85.31,2.92
1982,10,23,25.34,18.13,88.75,2.24
1982,10,24,25.05,16.91,84.5,1.57
1982,10,25,24.77,16.24,82.38,1.33
1982,10,26,24.84,16.54,83.69,2.1
1982,10,27,24.02,16.66,88.19,2.31
1982,10,28,24.58,16.66,85.88,2.22
1982,10,29,24.43,16.72,86.81,1.79
1982,10,30,25.09,16.36,81.56,1.8
1982,10,31,24.33,15.69,82.38,2.38
1982,11,1,23.78,15.26,82.94,2.68
1982,11,2,23.58,15.62,85.56,2.97
1982,11,3,23.85,15.56,84.5,3.14
1982,11,4,23.67,16.11,87.75,2.96
1982,11,5,24.07,16.11,85.81,2.65
1982,11,6,23.63,16.05,87.25,3.12
1982,11,7,23.77,16.42,88.38,3.57
1982,11,8,23.84,16.36,87.81,3.66
1982,11,9,24.27,16.66,87.0,4.46
1982,11,10,24.17,17.03,89.12,4.3
1982,11,11,24.68,17.15,87.5,2.85
1982,11,12,25.36,16.6,81.81,1.47
1982,11,13,24.47,15.01,78.25,1.69
1982,11,14,23.34,14.34,80.31,2.15
1982,11,15,24.01,15.75,84.19,1.83
1982,11,16,24.2,16.36,86.5,2.21
1982,11,17,23.77,15.75,85.75,2.23
1982,11,18,22.74,13.98,80.88,1.96
1982,11,19,22.47,12.7,74.62,1.28
1982,11,20,22.47,12.45,73.0,1.55
1982,11,21,22.06,13.92,83.56,2.36
1982,11,22,22.12,13.92,83.69,1.95
1982,11,23,22.91,13.67,78.62,2.15
1982,11,24,22.77,13.55,78.31,1.85
1982,11,25,22.12,13.0,78.69,2.26
1982,11,26,22.44,13.79,81.06,2.48
1982,11,27,22.91,14.22,81.44,2.4
1982,11,28,23.59,14.22,78.69,1.52
1982,11,29,23.42,14.53,80.88,1.83
1982,11,30,22.83,14.22,82.0,2.12
1982,12,1,21.48,12.21,77.44,2.53
1982,12,2,19.22,9.09,67.81,2.62
1982,12,3,19.3,9.03,66.88,2.63
1982,12,4,19.97,9.64,68.25,2.63
1982,12,5,21.27,10.38,67.06,2.34
1982,12,6,21.73,11.23,70.5,2.12
1982,12,7,21.52,11.9,75.62,2.7
1982,12,8,21.51,12.21,77.0,2.54
1982,12,9,21.44,11.17,72.31,2.23
1982,12,10,21.85,10.99,68.56,2.12
1982,12,11,22.48,11.17,67.5,1.98
1982,12,12,21.21,10.8,70.56,2.08
1982,12,13,21.74,10.93,68.38,1.93
1982,12,14,20.71,12.39,81.19,2.16
1982,12,15,22.13,12.21,75.38,2.26
1982,12,16,22.62,12.63,75.25,2.6
1982,12,17,22.83,12.51,74.31,2.4
1982,12,18,23.05,12.08,71.69,2.05
1982,12,19,23.34,12.45,72.19,2.32
1982,12,20,23.24,12.76,73.31,2.93
1982,12,21,22.94,12.51,73.88,2.69
1982,12,22,22.98,12.63,74.31,2.27
1982,12,23,23.44,12.7,72.56,2.01
1982,12,24,23.68,12.27,69.75,2.64
1982,12,25,23.12,11.84,70.25,3.16
1982,12,26,23.15,11.9,70.44,2.92
1982,12,27,23.19,12.21,71.5,2.94
1982,12,28,23.16,12.33,72.0,3.47
1982,12,29,23.55,12.15,69.81,2.32
1982,12,30,22.35,10.5,65.19,2.4
1982,12,31,21.3,7.57,52.06,2.34
1983,1,1,21.82,9.46,62.81,2.05
1983,1,2,22.19,10.07,63.0,2.05
1983,1,3,20.46,6.77,49.56,2.43
1983,1,4,20.4,8.24,58.25,2.34
1983,1,5,20.87,9.4,64.38,2.19
1983,1,6,20.87,8.48,59.69,2.1
1983,1,7,22.32,6.9,44.25,1.55
1983,1,8,22.05,7.75,53.19,1.81
1983,1,9,21.92,8.61,58.38,2.12
1983,1,10,22.87,10.19,62.25,2.18
1983,1,11,22.92,10.13,62.25,1.81
1983,1,12,23.05,10.31,62.88,2.02
1983,1,13,23.28,10.56,63.56,2.36
1983,1,14,23.46,11.11,65.31,2.8
1983,1,15,23.2,10.93,65.38,3.17
1983,1,16,23.66,10.74,62.69,2.93
1983,1,17,24.15,11.47,65.12,2.45
1983,1,18,24.39,11.17,62.81,2.52
1983,1,19,24.53,10.99,61.75,3.0
1983,1,20,24.8,11.11,61.25,2.24
1983,1,21,24.78,10.19,56.38,2.12
1983,1,22,24.02,11.23,64.25,3.42
1983,1,23,23.95,11.29,63.69,3.05
1983,1,24,24.01,9.64,55.69,3.0
1983,1,25,24.41,9.77,56.38,2.8
1983,1,26,24.38,9.64,55.0,3.86
1983,1,27,24.01,9.03,53.06,3.84
1983,1,28,23.9,8.36,50.12,3.76
1983,1,29,25.2,9.22,50.38,2.83
1983,1,30,25.24,8.3,45.94,2.14
1983,1,31,25.81,8.36,44.19,1.91
1983,2,1,25.53,7.63,41.94,1.91
1983,2,2,25.36,7.81,42.25,2.45
1983,2,3,24.26,4.88,28.31,2.41
1983,2,4,24.04,6.77,38.0,2.58
1983,2,5,25.32,11.41,57.19,2.69
1983,2,6,26.83,13.55,63.75,4.63
1983,2,7,26.91,13.92,65.75,6.05
1983,2,8,26.95,13.85,64.81,5.55
1983,2,9,26.95,13.37,63.06,4.72
1983,2,10,27.23,12.7,60.12,4.09
1983,2,11,27.4,12.33,57.62,3.67
1983,2,12,27.68,12.39,57.94,3.79
1983,2,13,27.73,12.7,58.56,4.52
1983,2,14,28.05,12.76,58.12,5.01
1983,2,15,27.95,11.66,54.81,4.02
1983,2,16,28.62,10.25,46.62,2.98
1983,2,17,28.94,10.99,49.38,3.67
1983,2,18,28.83,10.86,49.81,3.63
1983,2,19,29.58,11.29,49.69,3.84
1983,2,20,29.79,10.38,44.94,2.94
1983,2,21,27.98,6.9,33.94,2.16
1983,2,22,28.11,8.79,44.44,2.15
1983,2,23,28.83,12.27,55.56,2.48
1983,2,24,29.1,13.0,57.31,5.67
1983,2,25,28.83,11.17,50.75,4.55
1983,2,26,28.1,9.64,46.81,1.93
1983,2,27,28.4,9.34,44.5,1.62
1983,2,28,29.32,10.07,44.88,2.52
1983,3,1,29.33,11.11,50.0,4.29
1983,3,2,29.62,11.23,49.56,4.55
1983,3,3,29.9,10.07,43.94,2.88
1983,3,4,29.44,10.31,45.75,3.89
1983,3,5,29.09,10.99,49.0,4.42
1983,3,6,28.92,11.41,52.25,5.12
1983,3,7,29.19,11.54,51.44,2.77
1983,3,8,30.04,11.05,47.75,2.67
1983,3,9,30.21,10.56,45.19,3.55
1983,3,10,30.83,8.79,36.19,3.2
1983,3,11,31.23,9.34,38.31,2.95
1983,3,12,32.37,8.42,32.44,2.34
1983,3,13,33.08,6.96,26.25,2.05
1983,3,14,32.15,8.06,32.12,3.59
1983,3,15,32.01,7.87,33.75,2.8
1983,3,16,31.21,4.88,20.44,2.77
1983,3,17,31.06,11.72,48.62,2.84
1983,3,18,31.81,12.21,47.56,3.29
1983,3,19,32.08,12.94,49.5,5.34
1983,3,20,32.44,10.56,40.06,4.05
1983,3,21,30.31,5.43,23.94,3.79
1983,3,22,29.73,5.49,24.56,2.12
1983,3,23,29.89,5.07,23.94,2.45
1983,3,24,30.19,4.7,19.12,1.7
1983,3,25,30.58,11.54,48.25,3.88
1983,3,26,30.9,11.29,46.62,3.82
1983,3,27,31.64,10.86,43.38,4.6
1983,3,28,32.55,9.34,35.94,4.13
1983,3,29,32.69,9.22,34.88,3.79
1983,3,30,32.46,10.62,41.81,5.22
1983,3,31,30.93,10.93,44.12,4.08
1983,4,1,31.96,10.44,41.75,4.88
1983,4,2,32.37,9.7,37.81,3.95
1983,4,3,32.43,8.54,31.94,3.92
1983,4,4,32.39,8.61,33.88,4.28
1983,4,5,32.66,10.44,40.44,4.41
1983,4,6,33.19,9.46,36.44,3.31
1983,4,7,33.37,11.66,43.62,3.91
1983,4,8,34.0,11.78,41.69,4.74
1983,4,9,34.1,12.88,43.31,4.1
1983,4,10,33.57,10.44,36.81,2.77
1983,4,11,33.58,12.88,44.94,3.46
1983,4,12,33.79,12.57,44.38,4.03
1983,4,13,33.77,11.96,41.94,2.74
1983,4,14,34.54,10.74,36.44,2.1
1983,4,15,34.99,13.06,42.12,5.36
1983,4,16,34.9,12.15,39.19,3.61
1983,4,17,33.12,14.83,49.75,5.41
1983,4,18,32.75,12.82,44.06,4.91
1983,4,19,32.52,11.11,40.56,3.76
1983,4,20,32.31,11.78,43.38,3.5
1983,4,21,32.69,12.39,43.75,3.55
1983,4,22,33.38,12.45,42.31,4.15
1983,4,23,33.73,12.27,40.19,5.07
1983,4,24,34.18,14.16,47.38,4.91
1983,4,25,34.95,13.79,44.25,4.66
1983,4,26,34.1,14.59,47.56,5.2
1983,4,27,33.99,13.92,46.5,5.76
1983,4,28,33.76,13.49,46.25,6.2
1983,4,29,34.17,14.04,47.38,6.8
1983,4,30,34.94,14.47,45.81,6.85
1983,5,1,35.92,10.44,33.94,4.24
1983,5,2,35.63,10.68,34.06,3.02
1983,5,3,35.29,14.16,44.94,3.25
1983,5,4,34.83,15.14,47.38,4.79
1983,5,5,34.51,14.65,46.94,5.3
1983,5,6,34.44,13.67,45.0,5.74
1983,5,7,33.87,14.1,46.38,6.13
1983,5,8,33.83,14.71,49.94,6.27
1983,5,9,34.65,13.31,41.88,3.76
1983,5,10,34.34,12.7,40.25,4.96
1983,5,11,33.48,14.04,45.81,4.8
1983,5,12,34.2,14.16,45.06,5.4
1983,5,13,35.11,14.28,43.81,4.09
1983,5,14,35.21,14.34,42.31,4.26
1983,5,15,34.96,14.34,42.12,4.49
1983,5,16,34.45,13.37,40.75,2.59
1983,5,17,34.45,13.98,43.38,4.59
1983,5,18,33.37,14.47,47.62,5.14
1983,5,19,33.12,14.83,49.38,5.05
1983,5,20,33.11,15.2,49.06,4.32
1983,5,21,35.23,14.1,42.31,3.88
1983,5,22,35.34,14.47,42.88,4.56
1983,5,23,36.34,13.24,37.5,3.41
1983,5,24,36.8,12.63,33.75,3.92
1983,5,25,37.12,11.96,33.31,4.84
1983,5,26,35.23,14.95,43.19,6.41
1983,5,27,35.14,14.28,43.12,2.97
1983,5,28,37.05,13.73,37.81,4.02
1983,5,29,35.15,13.85,41.44,3.98
1983,5,30,35.58,13.98,43.25,4.24
1983,5,31,35.55,14.22,42.31,4.33
1983,6,1,35.0,15.14,44.0,4.82
1983,6,2,36.29,12.94,35.81,3.2
1983,6,3,36.22,12.51,34.31,4.7
1983,6,4,36.47,11.96,32.88,4.66
1983,6,5,35.69,13.49,38.81,3.17
1983,6,6,33.65,15.14,48.69,5.93
1983,6,7,34.7,12.94,40.06,5.93
1983,6,8,35.77,12.27,35.81,4.58
1983,6,9,36.06,12.57,34.5,2.71
1983,6,10,35.12,14.71,42.56,5.02
1983,6,11,35.01,15.38,46.44,4.05
1983,6,12,29.37,18.62,71.38,3.34
1983,6,13,29.83,17.52,67.0,3.77
1983,6,14,30.08,15.99,61.12,4.12
1983,6,15,29.74,16.48,63.69,3.28
1983,6,16,30.22,17.21,64.56,3.84
1983,6,17,31.03,17.21,62.06,3.51
1983,6,18,31.63,16.17,55.56,4.74
1983,6,19,30.76,15.87,57.12,4.59
1983,6,20,30.79,15.2,55.19,4.19
1983,6,21,30.97,15.32,55.44,3.06
1983,6,22,29.14,14.59,57.31,4.39
1983,6,23,30.74,15.69,57.31,4.5
1983,6,24,27.9,17.03,71.31,5.55
1983,6,25,26.44,17.09,77.62,6.53
1983,6,26,26.46,17.15,77.94,6.85
1983,6,27,27.47,16.72,72.19,6.87
1983,6,28,27.92,16.97,71.69,6.46
1983,6,29,28.15,18.01,74.81,3.58
1983,6,30,27.77,18.01,76.38,3.72
1983,7,1,27.26,15.38,67.69,5.12
1983,7,2,28.66,15.5,63.81,4.8
1983,7,3,29.28,14.71,58.81,4.93
1983,7,4,28.13,15.69,65.81,3.34
1983,7,5,28.2,16.97,70.75,3.3
1983,7,6,27.61,17.33,74.25,2.91
1983,7,7,26.65,17.82,80.31,4.19
1983,7,8,28.53,17.09,70.06,4.84
1983,7,9,27.77,17.27,72.69,3.85
1983,7,10,27.42,18.92,81.0,3.24
1983,7,11,29.63,18.8,72.19,3.48
1983,7,12,29.25,18.74,73.06,3.77
1983,7,13,28.19,18.8,77.25,3.97
1983,7,14,28.52,18.62,75.62,2.39
1983,7,15,29.53,18.37,70.56,2.08
1983,7,16,29.57,18.13,69.44,2.95
1983,7,17,29.79,17.94,67.94,3.41
1983,7,18,28.58,18.31,73.56,4.01
1983,7,19,26.97,18.07,79.75,5.57
1983,7,20,26.76,18.07,80.94,6.02
1983,7,21,26.99,17.4,77.44,5.18
1983,7,22,28.7,17.88,72.81,3.78
1983,7,23,27.12,18.55,81.38,2.09
1983,7,24,27.27,18.92,82.38,3.14
1983,7,25,26.12,18.98,87.44,5.11
1983,7,26,27.37,19.17,83.0,3.07
1983,7,27,27.43,19.17,82.69,3.13
1983,7,28,26.22,19.1,87.81,3.54
1983,7,29,25.48,18.37,88.38,3.13
1983,7,30,26.08,17.7,82.75,3.64
1983,7,31,25.35,17.64,85.69,4.63
1983,8,1,26.98,18.74,83.25,4.73
1983,8,2,27.16,18.62,81.81,4.68
1983,8,3,26.95,18.01,80.44,4.53
1983,8,4,26.58,17.03,78.25,3.61
1983,8,5,26.83,18.31,81.88,4.25
1983,8,6,25.16,18.43,90.0,5.39
1983,8,7,26.51,19.41,87.62,3.44
1983,8,8,26.9,19.65,86.75,2.59
1983,8,9,26.26,19.1,87.31,6.02
1983,8,10,25.57,17.46,83.19,8.65
1983,8,11,26.6,18.8,84.44,7.02
1983,8,12,26.97,18.68,82.62,7.1
1983,8,13,26.88,18.92,83.94,6.13
1983,8,14,27.28,19.1,83.06,5.39
1983,8,15,27.48,19.1,82.0,5.11
1983,8,16,26.77,19.47,86.25,4.45
1983,8,17,26.58,19.53,87.5,4.13
1983,8,18,26.9,19.35,85.38,3.49
1983,8,19,26.09,18.8,87.0,2.94
1983,8,20,27.25,18.86,82.31,2.91
1983,8,21,27.58,19.35,82.69,2.41
1983,8,22,27.77,19.96,84.0,1.53
1983,8,23,27.86,19.96,83.62,1.24
1983,8,24,27.67,19.9,84.44,1.63
1983,8,25,26.19,19.41,89.38,2.73
1983,8,26,25.51,18.62,89.19,3.45
1983,8,27,25.43,18.55,89.31,4.03
1983,8,28,25.58,18.55,88.69,3.02
1983,8,29,26.64,18.19,82.25,3.59
