YEAR,MO,DY,T2M,QV2M,RH2M,WS10M
1982,5,19,32.3,13.85,47.75,3.48
1982,5,20,33.01,13.24,43.31,2.22
1982,5,21,34.37,12.45,37.88,1.32
1982,5,22,34.2,12.88,39.25,3.74
1982,5,23,33.84,13.31,41.12,3.34
1982,5,24,34.26,12.15,37.5,2.07
1982,5,25,35.2,12.51,36.5,2.28
1982,5,26,34.77,12.7,37.19,3.84
1982,5,27,35.51,13.06,36.62,2.55
1982,5,28,36.2,12.15,33.69,4.4
1982,5,29,36.26,12.08,32.0,3.91
1982,5,30,36.19,12.82,34.25,3.54
1982,5,31,35.57,13.61,39.38,4.33
1982,6,1,33.07,14.65,48.25,5.35
1982,6,2,33.47,13.85,44.0,5.2
1982,6,3,34.62,12.39,38.25,4.41
1982,6,4,34.87,11.35,34.62,4.19
1982,6,5,34.12,9.28,28.94,5.41
1982,6,6,34.98,10.38,30.25,3.78
1982,6,7,36.83,11.9,30.69,3.08
1982,6,8,36.41,12.88,35.12,4.82
1982,6,9,35.42,13.55,38.0,3.45
1982,6,10,36.18,13.55,36.69,5.55
1982,6,11,33.15,15.62,48.94,6.18
1982,6,12,31.12,16.54,57.5,4.37
1982,6,13,32.38,16.48,54.19,3.79
1982,6,14,31.43,16.48,56.88,4.53
1982,6,15,30.1,17.21,64.25,3.47
1982,6,16,28.47,18.37,74.56,4.45
1982,6,17,30.09,16.66,63.44,4.8
1982,6,18,29.01,16.91,66.62,6.94
1982,6,19,29.93,16.3,61.69,6.01
1982,6,20,29.59,15.69,60.69,6.09
1982,6,21,27.48,16.78,72.06,5.99
1982,6,22,26.37,17.21,78.62,4.62
1982,6,23,26.97,17.64,78.12,2.82
1982,6,24,28.36,18.62,76.0,4.05
1982,6,25,29.09,17.46,69.44,5.07
1982,6,26,28.72,18.07,72.06,4.11
1982,6,27,28.94,18.19,72.12,4.06
1982,6,28,29.17,17.27,68.06,5.8
1982,6,29,30.52,16.72,61.62,4.94
1982,6,30,31.68,15.99,55.88,4.62
1982,7,1,31.7,15.26,53.31,5.2
1982,7,2,31.03,15.26,54.88,4.75
1982,7,3,30.78,15.08,55.25,4.77
1982,7,4,31.48,16.6,58.0,4.11
1982,7,5,29.16,17.4,67.44,5.42
1982,7,6,29.22,16.78,65.75,4.08
1982,7,7,30.09,17.15,64.06,3.93
1982,7,8,28.66,17.76,70.94,3.92
1982,7,9,28.7,17.82,71.56,2.7
1982,7,10,27.08,18.55,80.94,2.45
1982,7,11,26.16,18.31,84.06,2.98
1982,7,12,27.45,17.09,74.25,5.15
1982,7,13,26.96,16.72,74.12,3.74
1982,7,14,29.01,16.17,65.19,4.02
1982,7,15,29.12,16.05,64.12,4.5
1982,7,16,26.99,18.43,80.62,3.9
1982,7,17,26.53,18.74,84.06,4.88
1982,7,18,26.97,17.88,78.44,6.31
1982,7,19,26.81,18.74,82.25,7.49
1982,7,20,25.05,18.68,90.56,6.85
1982,7,21,27.03,18.07,79.5,5.26
1982,7,22,27.54,17.4,74.75,4.66
1982,7,23,26.85,17.82,78.94,5.04
1982,7,24,27.04,18.74,82.19,4.67
1982,7,25,27.04,18.37,80.69,5.29
1982,7,26,26.12,17.52,80.94,5.47
1982,7,27,25.53,17.58,84.06,4.95
1982,7,28,26.43,18.43,83.44,5.2
1982,7,29,26.61,18.98,84.69,5.32
1982,7,30,26.85,19.17,84.38,5.55
1982,7,31,26.77,18.8,83.19,4.79
1982,8,1,26.46,18.07,81.75,4.77
1982,8,2,25.65,16.97,80.94,4.38
1982,8,3,26.39,16.91,77.62,4.19
1982,8,4,27.22,18.07,78.81,4.21
1982,8,5,27.37,18.86,81.0,3.64
1982,8,6,26.66,19.04,84.81,3.84
1982,8,7,26.3,18.31,83.88,4.34
1982,8,8,25.8,17.4,81.75,4.65
1982,8,9,26.15,16.85,78.25,5.13
1982,8,10,26.37,17.58,80.12,4.78
1982,8,11,25.69,17.58,82.94,5.28
1982,8,12,25.89,18.43,85.94,4.69
1982,8,13,25.8,18.68,87.19,5.37
1982,8,14,26.81,18.74,83.0,5.09
1982,8,15,26.44,18.68,84.56,3.94
1982,8,16,25.55,18.07,86.06,5.51
1982,8,17,26.35,18.31,83.44,5.08
1982,8,18,26.07,18.13,83.75,5.4
1982,8,19,26.6,18.37,82.56,5.64
1982,8,20,26.13,18.8,86.44,4.48
1982,8,21,26.37,18.68,85.0,5.17
1982,8,22,26.23,18.07,82.81,5.98
1982,8,23,26.03,18.19,84.25,5.8
1982,8,24,26.69,18.07,81.0,5.84
1982,8,25,26.6,18.13,81.56,5.67
1982,8,26,25.73,18.25,85.88,5.36
1982,8,27,26.0,17.58,82.12,4.79
1982,8,28,25.34,16.91,82.25,5.56
1982,8,29,25.27,17.52,85.12,4.88
1982,8,30,26.02,17.27,80.38,4.33
1982,8,31,26.48,18.07,82.0,3.11
1982,9,1,26.84,17.76,79.62,3.06
1982,9,2,27.21,18.19,79.56,3.08
1982,9,3,27.0,18.49,81.5,2.83
1982,9,4,26.5,17.94,81.44,3.46
1982,9,5,24.69,16.78,84.56,4.56
1982,9,6,24.84,17.21,85.81,4.52
1982,9,7,26.25,18.31,84.12,4.23
1982,9,8,25.11,18.62,90.56,5.16
1982,9,9,25.9,19.59,90.94,3.01
1982,9,10,25.46,19.53,92.81,4.54
1982,9,11,25.5,18.31,87.12,6.46
1982,9,12,25.83,17.94,84.31,4.32
1982,9,13,26.86,18.55,82.25,3.23
1982,9,14,27.7,18.13,76.81,1.26
1982,9,15,26.73,18.92,84.44,1.61
1982,9,16,26.08,19.23,88.81,2.45
1982,9,17,25.86,18.86,88.31,1.91
1982,9,18,25.27,17.76,86.69,2.18
1982,9,19,25.49,17.64,84.69,1.59
1982,9,20,25.51,17.4,83.88,2.14
1982,9,21,26.26,17.64,81.94,2.11
1982,9,22,26.37,18.43,84.38,1.84
1982,9,23,25.92,18.43,86.0,1.83
1982,9,24,25.46,18.55,88.75,2.54
1982,9,25,25.3,17.09,83.56,2.02
1982,9,26,24.5,16.24,83.25,1.87
1982,9,27,25.83,17.09,81.06,1.81
1982,9,28,25.56,16.91,80.81,2.27
1982,9,29,25.83,14.65,69.81,1.46
1982,9,30,25.67,15.75,75.69,2.08
1982,10,1,26.03,15.99,75.31,2.13
1982,10,2,25.61,15.99,77.31,2.54
1982,10,3,25.92,15.87,75.25,1.66
1982,10,4,25.73,15.93,76.31,1.75
1982,10,5,25.3,16.11,79.69,1.98
1982,10,6,25.23,16.24,79.88,1.68
1982,10,7,25.99,16.11,76.0,1.62
1982,10,8,26.38,16.17,73.81,1.12
1982,10,9,26.39,16.36,75.0,1.01
1982,10,10,26.01,16.48,77.44,1.55
1982,10,11,26.18,16.17,75.19,1.59
1982,10,12,25.94,16.11,76.06,1.66
1982,10,13,25.95,15.81,74.62,1.52
1982,10,14,25.76,15.81,75.69,1.6
1982,10,15,25.54,15.75,75.88,1.71
1982,10,16,23.57,16.05,86.75,2.48
1982,10,17,24.58,17.21,87.62,3.75
1982,10,18,24.48,16.72,86.25,2.65
1982,10,19,23.66,16.42,88.5,2.8
1982,10,20,23.78,17.03,90.12,2.88
1982,10,21,24.65,18.25,91.31,3.22
1982,10,22,25.62,17.58,83.94,3.37
1982,10,23,25.4,17.58,85.44,2.15
1982,10,24,24.9,17.03,85.19,2.09
1982,10,25,24.85,15.99,80.38,1.16
1982,10,26,25.1,16.54,81.88,1.74
1982,10,27,24.13,16.54,86.75,2.78
1982,10,28,24.3,16.42,85.5,1.9
1982,10,29,24.69,16.48,83.88,1.44
1982,10,30,25.2,15.99,79.06,1.59
1982,10,31,24.21,14.89,78.38,2.22
1982,11,1,23.83,14.83,79.56,2.03
1982,11,2,23.51,14.83,81.5,2.45
1982,11,3,23.89,14.95,80.75,2.4
1982,11,4,23.78,14.95,81.0,2.29
1982,11,5,23.92,15.56,82.75,1.97
1982,11,6,23.58,15.69,85.38,2.95
1982,11,7,23.53,15.93,86.88,3.48
1982,11,8,23.56,15.99,86.94,3.82
1982,11,9,24.4,16.6,85.5,5.13
1982,11,10,24.08,17.21,89.88,4.88
1982,11,11,25.15,17.03,84.06,2.54
1982,11,12,24.98,15.62,78.62,1.2
1982,11,13,24.06,14.34,76.56,1.71
1982,11,14,22.85,13.12,75.56,2.1
1982,11,15,22.7,13.37,77.19,1.92
1982,11,16,23.45,14.28,78.88,1.88
1982,11,17,23.21,14.1,79.38,1.98
1982,11,18,21.75,12.08,75.12,1.99
1982,11,19,22.08,11.9,71.69,1.68
1982,11,20,21.87,12.02,73.5,2.04
1982,11,21,21.53,12.94,79.69,2.4
1982,11,22,22.76,13.55,78.62,1.75
1982,11,23,23.3,13.37,75.31,1.77
1982,11,24,22.87,12.94,75.0,1.95
1982,11,25,21.83,11.84,73.88,2.71
1982,11,26,22.22,12.57,75.88,2.73
1982,11,27,23.11,13.79,78.56,2.15
1982,11,28,23.62,14.28,78.62,1.48
1982,11,29,23.01,13.67,78.5,2.29
1982,11,30,22.79,13.18,77.12,1.94
1982,12,1,21.77,11.41,71.94,2.3
1982,12,2,19.31,8.48,64.75,2.56
1982,12,3,19.92,8.06,57.62,1.95
1982,12,4,21.24,9.16,59.44,1.66
1982,12,5,21.9,9.58,59.94,1.94
1982,12,6,21.79,10.38,65.25,2.05
1982,12,7,21.49,11.29,72.94,3.18
1982,12,8,21.47,11.66,75.0,3.0
1982,12,9,21.76,11.11,70.88,2.38
1982,12,10,22.49,10.62,64.5,2.17
1982,12,11,22.6,10.93,65.75,1.98
1982,12,12,21.73,10.56,67.38,2.23
1982,12,13,21.98,10.56,66.31,2.35
1982,12,14,21.27,11.66,75.25,3.02
1982,12,15,21.54,11.41,73.69,2.69
1982,12,16,22.44,11.84,72.44,3.13
1982,12,17,22.56,12.02,72.38,2.76
1982,12,18,23.09,11.54,67.69,2.45
1982,12,19,23.39,11.41,65.75,2.62
1982,12,20,23.55,11.9,67.56,3.35
1982,12,21,22.98,11.84,69.19,2.99
1982,12,22,21.76,11.84,73.25,2.27
1982,12,23,22.83,11.35,68.0,2.7
1982,12,24,24.33,11.35,62.69,3.4
1982,12,25,23.75,11.11,62.88,3.32
1982,12,26,23.12,10.8,64.0,2.87
1982,12,27,23.35,11.05,64.56,4.02
1982,12,28,23.5,11.6,66.12,4.4
1982,12,29,24.0,11.17,62.31,2.56
1982,12,30,20.98,6.59,45.38,3.12
1982,12,31,20.58,5.62,41.12,1.95
1983,1,1,21.84,5.92,39.5,2.23
1983,1,2,21.1,5.86,41.44,2.21
1983,1,3,19.17,5.13,41.25,2.71
1983,1,4,19.72,5.25,40.75,2.05
1983,1,5,20.31,5.49,38.88,1.69
1983,1,6,20.88,5.62,38.56,1.59
1983,1,7,22.57,4.88,30.75,1.63
1983,1,8,23.0,4.58,29.56,1.86
1983,1,9,22.05,4.88,31.38,1.83
1983,1,10,22.62,7.39,46.75,2.02
1983,1,11,22.9,7.08,42.62,1.37
1983,1,12,22.9,7.39,45.0,1.45
1983,1,13,22.63,8.48,52.31,2.39
1983,1,14,22.62,8.24,50.69,2.31
1983,1,15,23.48,10.07,59.06,3.98
1983,1,16,24.11,9.58,54.62,3.52
1983,1,17,24.51,10.25,56.62,3.15
1983,1,18,24.75,9.83,53.75,3.41
1983,1,19,25.48,9.34,49.25,3.42
1983,1,20,24.54,8.79,48.69,2.32
1983,1,21,23.4,5.37,32.56,2.28
1983,1,22,23.29,8.91,52.75,3.08
1983,1,23,23.93,10.01,56.38,4.05
1983,1,24,24.48,9.16,51.44,3.25
1983,1,25,24.55,8.91,49.25,3.39
1983,1,26,24.19,8.67,49.62,4.47
1983,1,27,24.37,8.42,47.44,4.98
1983,1,28,24.36,7.81,44.88,4.73
1983,1,29,25.06,7.75,41.62,3.43
1983,1,30,24.23,5.49,31.5,2.92
1983,1,31,24.14,4.82,27.62,2.74
1983,2,1,23.9,5.0,29.0,3.13
1983,2,2,23.65,3.78,22.5,3.15
1983,2,3,22.82,3.48,21.06,2.97
1983,2,4,21.3,2.99,20.88,3.23
1983,2,5,22.44,4.33,25.31,2.88
1983,2,6,25.99,11.17,53.94,3.05
1983,2,7,26.68,12.7,60.88,4.23
1983,2,8,26.71,11.23,54.88,4.91
1983,2,9,26.44,10.44,53.31,3.58
1983,2,10,27.04,11.6,55.06,3.45
1983,2,11,27.64,11.47,52.12,3.57
1983,2,12,28.29,11.11,48.94,4.22
1983,2,13,28.32,11.17,49.5,4.66
1983,2,14,28.51,11.72,51.06,4.91
1983,2,15,28.87,10.5,45.75,4.07
1983,2,16,29.81,8.67,35.38,2.8
1983,2,17,30.02,8.3,33.06,2.54
1983,2,18,29.24,6.9,30.38,3.21
1983,2,19,29.83,9.16,36.62,2.3
1983,2,20,29.37,8.36,34.19,3.12
1983,2,21,26.99,3.72,18.69,2.12
1983,2,22,27.15,4.64,21.62,2.78
1983,2,23,27.4,5.0,23.75,1.91
1983,2,24,29.1,10.38,46.25,4.41
1983,2,25,28.01,8.42,41.12,3.84
1983,2,26,26.37,3.66,19.81,2.49
1983,2,27,26.58,3.05,15.56,1.95
1983,2,28,27.9,4.39,19.31,2.22
1983,3,1,29.26,7.14,32.88,3.95
1983,3,2,29.37,6.16,26.88,3.04
1983,3,3,28.91,5.07,22.44,2.03
1983,3,4,29.56,7.63,32.31,2.79
1983,3,5,30.23,8.3,34.25,4.4
1983,3,6,30.16,9.09,39.0,4.43
1983,3,7,29.44,10.31,44.31,2.83
1983,3,8,30.8,7.87,31.62,2.12
1983,3,9,31.12,8.73,35.06,3.51
1983,3,10,32.2,7.63,27.88,2.93
1983,3,11,32.65,7.26,25.62,2.2
1983,3,12,33.38,6.23,20.94,2.75
1983,3,13,32.17,4.46,15.94,2.43
1983,3,14,32.43,3.17,11.56,1.98
1983,3,15,31.13,4.58,17.75,3.94
1983,3,16,30.61,3.48,13.88,3.59
1983,3,17,31.87,3.6,13.19,0.99
1983,3,18,32.15,8.3,33.06,2.39
1983,3,19,33.05,10.8,38.38,4.84
1983,3,20,32.62,8.06,27.94,4.25
1983,3,21,28.44,2.99,12.94,4.27
1983,3,22,27.85,2.81,13.69,2.59
1983,3,23,27.76,1.95,9.38,3.58
1983,3,24,28.21,2.2,9.81,2.95
1983,3,25,30.04,7.39,29.31,3.94
1983,3,26,31.85,8.85,34.75,3.73
1983,3,27,32.78,6.96,24.69,2.17
1983,3,28,32.8,6.04,22.19,3.1
1983,3,29,31.8,3.78,13.94,2.1
1983,3,30,32.59,7.14,25.44,2.41
1983,3,31,33.03,7.69,27.38,5.17
1983,4,1,32.66,7.57,27.62,4.75
1983,4,2,32.6,6.9,24.19,3.43
1983,4,3,33.62,6.16,20.62,3.38
1983,4,4,33.3,5.8,20.31,3.27
1983,4,5,33.48,5.92,20.31,3.18
1983,4,6,34.03,5.92,19.88,2.0
1983,4,7,34.27,7.26,24.19,1.83
1983,4,8,35.21,8.73,26.81,2.7
1983,4,9,34.58,8.97,27.75,2.89
1983,4,10,32.78,5.55,19.19,3.59
1983,4,11,33.72,5.62,18.5,1.35
1983,4,12,34.22,6.65,21.94,1.73
1983,4,13,34.12,8.67,28.69,3.27
1983,4,14,34.97,5.98,17.25,2.02
1983,4,15,35.53,9.64,29.38,4.78
1983,4,16,35.08,8.18,23.56,3.28
1983,4,17,34.81,8.18,24.69,2.92
1983,4,18,33.45,12.51,39.75,3.3
1983,4,19,33.76,9.09,29.62,3.53
1983,4,20,33.58,9.58,31.25,4.24
1983,4,21,34.84,9.34,28.0,4.53
1983,4,22,35.05,10.86,32.62,3.33
1983,4,23,35.75,10.01,28.25,3.72
1983,4,24,35.73,11.11,32.5,4.05
1983,4,25,36.69,11.35,32.12,3.01
1983,4,26,35.9,11.96,34.88,4.37
1983,4,27,35.8,11.9,35.12,5.49
1983,4,28,36.05,11.05,32.69,5.31
1983,4,29,36.49,12.02,35.38,6.41
1983,4,30,36.73,10.74,31.38,5.3
1983,5,1,35.48,7.08,22.12,3.7
1983,5,2,35.51,5.98,17.19,2.84
1983,5,3,36.08,8.12,23.31,1.58
1983,5,4,36.44,10.86,30.56,3.45
1983,5,5,35.85,12.63,37.5,4.32
1983,5,6,36.65,11.29,32.25,5.45
1983,5,7,36.32,11.9,32.75,5.29
1983,5,8,35.15,12.27,38.38,4.41
1983,5,9,35.22,12.15,37.12,4.45
1983,5,10,34.24,12.57,39.0,4.39
1983,5,11,34.76,12.27,37.38,3.73
1983,5,12,35.99,10.93,31.56,3.69
1983,5,13,36.44,12.02,33.25,3.09
1983,5,14,36.0,12.51,34.38,3.34
1983,5,15,36.83,12.15,32.06,4.23
1983,5,16,33.34,13.12,41.19,2.3
1983,5,17,35.43,12.21,34.69,3.69
1983,5,18,34.47,13.06,39.31,4.3
1983,5,19,34.0,13.67,41.5,5.38
1983,5,20,33.45,13.06,40.12,4.24
1983,5,21,36.23,11.35,31.94,3.38
1983,5,22,37.63,10.86,27.44,3.06
1983,5,23,37.89,11.05,27.88,4.0
1983,5,24,37.73,10.44,25.62,4.49
1983,5,25,37.64,8.18,21.0,3.84
1983,5,26,36.8,12.51,33.06,3.02
1983,5,27,36.52,13.18,36.56,3.62
1983,5,28,37.8,11.35,29.62,3.5
1983,5,29,37.87,9.03,22.56,4.61
1983,5,30,37.22,8.85,22.75,5.91
1983,5,31,37.3,10.13,26.06,3.66
1983,6,1,37.48,12.51,32.75,4.13
1983,6,2,39.05,10.99,26.81,3.29
1983,6,3,37.35,10.13,25.62,3.7
1983,6,4,37.91,9.83,24.69,4.26
1983,6,5,37.68,10.74,26.94,5.34
1983,6,6,36.27,12.33,34.69,6.1
1983,6,7,35.76,11.29,32.56,7.15
1983,6,8,36.26,10.68,29.38,5.73
1983,6,9,36.68,11.23,29.56,4.59
1983,6,10,37.62,11.23,28.62,3.77
1983,6,11,37.57,13.12,33.38,3.79
1983,6,12,32.14,16.72,55.19,3.28
1983,6,13,31.54,16.48,57.5,4.55
1983,6,14,32.06,14.59,50.25,4.27
1983,6,15,31.32,15.2,53.38,4.55
1983,6,16,31.46,17.03,58.69,3.66
1983,6,17,31.95,16.66,57.0,3.04
1983,6,18,32.64,15.5,50.19,4.76
1983,6,19,32.44,15.14,49.38,4.65
1983,6,20,32.27,14.83,49.31,5.65
1983,6,21,32.33,14.16,46.75,4.39
1983,6,22,30.2,14.4,53.06,4.53
1983,6,23,30.87,15.32,54.56,4.62
1983,6,24,28.01,17.4,71.75,5.03
1983,6,25,27.05,17.4,75.62,7.35
1983,6,26,25.95,18.01,82.62,8.4
1983,6,27,27.57,18.13,76.06,5.19
1983,6,28,26.96,17.7,77.38,6.03
1983,6,29,29.08,18.25,72.06,3.88
1983,6,30,27.83,18.62,77.88,3.09
1983,7,1,26.22,16.72,76.81,5.29
1983,7,2,28.01,16.48,69.19,5.52
1983,7,3,28.13,15.75,65.5,5.46
1983,7,4,27.41,15.93,69.0,5.18
1983,7,5,27.08,17.46,76.5,3.48
1983,7,6,27.99,17.46,73.12,3.96
1983,7,7,28.22,17.52,72.62,4.45
1983,7,8,29.03,17.33,68.75,5.07
1983,7,9,29.29,17.4,67.31,3.4
1983,7,10,29.27,18.86,72.81,3.57
1983,7,11,29.08,19.78,77.12,3.52
1983,7,12,28.61,19.96,79.25,3.52
1983,7,13,28.42,20.02,80.56,4.45
1983,7,14,28.63,19.35,77.31,2.86
1983,7,15,28.87,18.74,74.12,2.52
1983,7,16,28.58,19.04,75.81,3.84
1983,7,17,29.08,18.19,71.5,5.48
1983,7,18,27.86,19.17,79.62,4.5
1983,7,19,27.16,18.86,81.62,5.68
1983,7,20,26.9,17.82,78.69,7.05
1983,7,21,26.95,17.76,78.44,5.15
1983,7,22,28.38,18.31,75.19,4.01
1983,7,23,27.63,18.55,78.94,2.98
1983,7,24,26.98,19.1,83.69,4.02
1983,7,25,26.08,18.92,87.06,4.52
1983,7,26,26.74,18.8,83.81,4.1
1983,7,27,27.19,18.8,81.62,3.16
1983,7,28,26.16,18.98,87.31,2.83
1983,7,29,26.12,18.43,85.06,3.48
1983,7,30,26.8,17.82,79.75,4.27
1983,7,31,25.36,17.88,86.38,5.38
1983,8,1,26.8,18.62,82.94,4.95
1983,8,2,26.76,18.62,82.81,4.83
1983,8,3,26.2,18.13,83.69,4.14
1983,8,4,25.47,16.97,82.19,3.23
1983,8,5,26.64,18.25,82.38,4.41
1983,8,6,25.33,18.49,88.88,5.79
1983,8,7,26.55,19.41,86.62,4.99
1983,8,8,27.33,19.71,84.5,2.51
1983,8,9,25.65,19.17,89.88,7.34
1983,8,10,25.48,18.55,87.81,9.62
1983,8,11,25.5,18.8,89.0,7.94
1983,8,12,25.59,18.37,86.56,8.59
1983,8,13,26.64,18.92,84.12,6.82
1983,8,14,26.81,19.17,84.75,5.23
1983,8,15,27.39,19.29,82.56,4.84
1983,8,16,27.08,19.35,84.0,5.3
1983,8,17,26.67,19.53,86.69,4.45
1983,8,18,26.37,19.47,88.0,3.9
1983,8,19,25.63,18.68,88.19,3.84
1983,8,20,27.21,18.92,82.06,3.01
1983,8,21,27.57,19.59,83.12,2.08
1983,8,22,27.44,19.9,84.94,2.23
1983,8,23,26.76,19.47,86.38,2.02
1983,8,24,26.7,19.35,86.25,2.92
1983,8,25,25.57,18.43,87.75,3.02
1983,8,26,25.14,18.37,89.44,3.67
1983,8,27,25.45,18.49,88.31,3.72
1983,8,28,25.43,18.49,88.62,3.62
1983,8,29,26.19,18.49,85.06,3.88
